name,photo,qualification,work_experience,current_position,current_employer,field_of_expertise,skills,average_rating,id,description,previous_employer_1,previous_employer_2,address_1,address_2
Bernard Morales,https://dummyimage.com/58x1019,MSc in Blockchain Technology,13,Principal Blockchain Developer,Garcia-Hoffman,Decentralized Applications (DApps),"Consensus Algorithms, Bitcoin, Solidity, Blockchain Development, Distributed Systems",2.4,2844,No description available,"Hancock, Velasquez and Smith",Munoz Inc,"73524 Gilmore Crest Suite 631
Emilyfort, IA 54663","96693 Soto Point
Laurenstad, NY 28772"
Chad Castillo,https://picsum.photos/884/429,MSc in Computer Science,36,Backend Developer,"Hernandez, Brooks and Lowe",API Development,"REST APIs, Node.js, Java, SQL, Backend Development",3.6,2845,"Expert in server-side development, databases, and API integration to support frontend applications.",White LLC,Allen Group,"277 Jillian Unions
Stephaniebury, NY 14324","9973 Gentry Centers Apt. 337
New David, MP 69853"
Scott Newman,https://dummyimage.com/451x371,BSc in Information Technology,5,DevOps Engineer,Frost-Meyer,Infrastructure as Code,"Ansible, Terraform, Shell Scripting, Azure, Docker",1.5,2846,"Expert in automation, continuous integration, and efficient deployment processes.","Solomon, George and Khan","Mann, Spears and Brown","466 Lewis Estates Suite 653
North Danashire, MS 84862","764 Catherine Junctions Suite 289
West Jorgeside, MD 97082"
Andrew Zamora,https://placekitten.com/150/378,BSc in Data Science,17,Data Scientist,Roberts LLC,Big Data,"Statistics, Big Data, Data Mining, SQL, Machine Learning",1.4,2847,"Skilled in data analysis, machine learning, and transforming data into actionable insights.","Lynch, Graham and Finley",Livingston and Sons,"9962 Lucas Mill Suite 864
Port Alexa, WY 53999","4727 Bautista Mountains Apt. 616
Gordonmouth, VI 65152"
Ricky Robinson,https://picsum.photos/5/873,MSc in Data Science,8,Data Scientist,Gonzales-Carey,Machine Learning,"SQL, Statistics, Natural Language Processing, Big Data, Machine Learning",3.3,2848,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Mitchell Ltd,Ryan-Price,"217 Steven Meadows
Port Marthahaven, GU 27610","082 Bailey Junction Suite 090
Port Holly, IN 59853"
Scott Blackwell,https://placekitten.com/725/233,BSc in Business Administration,35,Principal Product Manager,"Fields, Simpson and Conner",Product Management,"Product Roadmap, Project Management, Market Research, Agile, Stakeholder Management",1.9,2849,No description available,Hammond PLC,Davis-Reid,"87259 Smith Hill Apt. 796
East Coreybury, FL 76918","86379 Stafford Mount Suite 979
Kimberlyland, AK 90694"
Mr. Hunter Hill,https://placekitten.com/708/918,BSc in Cybersecurity,11,Senior Cybersecurity Analyst,Frazier-Williams,Threat Intelligence,"Security Information and Event Management (SIEM), Incident Response, Network Security, Cryptography, Ethical Hacking",1.6,2850,No description available,Lawrence LLC,Chen-Palmer,"22260 Hunt Manor Apt. 049
Cruzland, MS 24845","934 William Street Apt. 618
New Haleyport, CA 43303"
Lisa Coleman MD,https://dummyimage.com/203x586,MSc in Blockchain Technology,23,Senior Blockchain Engineer,"Patterson, Singleton and Lambert",Decentralized Applications (DApps),"Bitcoin, Ethereum, Cryptography, Consensus Algorithms, Distributed Systems",4.3,2851,No description available,"Chapman, Mendez and Hodges",Campbell-Garcia,"USNV Frank
FPO AA 38014","Unit 5583 Box 7076
DPO AA 90576"
Gary Cook,https://picsum.photos/636/160,BSc in Data Engineering,26,Principal Data Engineer,Delgado PLC,Data Engineering,"Python, ETL, Data Pipeline Development, Apache Spark, SQL",2.0,2852,No description available,"Murphy, Hernandez and Lopez","Brown, Grant and Chambers","70237 Carroll Parkways Apt. 016
Lake Robert, AK 47353","1587 Derrick Plaza Apt. 003
Andrewville, IL 93196"
Donald Herring,https://dummyimage.com/871x876,BSc in Network Engineering,35,Network Engineer,"Bryan, Hahn and Madden",Networking,"Wireless Networking, TCP/IP, VPN, Network Design, Network Troubleshooting",3.1,2853,"Proficient in designing, implementing, and managing network infrastructure to ensure optimal performance and security.",Brown-Daniels,Romero-Matthews,"11799 Casey Springs
Greenburgh, SC 37529","Unit 5922 Box 8227
DPO AA 60260"
Martin Crane,https://placekitten.com/51/725,BSc in Computer Science,38,Frontend Developer,Hale PLC,Responsive Design,"React, Vue.js, Responsive Design, TypeScript, HTML",4.8,2854,Proficient in creating engaging and responsive user interfaces using modern web technologies.,Brooks-Lee,Baker LLC,"094 Smith Manor Suite 282
Robinsonchester, IL 93522","845 Abigail Court Apt. 823
Josephland, DE 06311"
Devin Bishop,https://placekitten.com/854/929,MSc in Computer Science,7,Principal Software Engineer,Young-Patrick,Cloud Computing,"System Architecture, Debugging, C++, Java, Database Management",1.6,2855,No description available,Pierce Inc,"Young, Thomas and Davis","2510 Duran Ridges
Port Lori, MT 55011","12682 David Shoal Suite 580
New Nicholas, VI 06815"
Shari Padilla,https://dummyimage.com/78x756,BSc in Computer Science,13,Senior Backend Developer,Reynolds and Sons,Database Management,"Python, Microservices, REST APIs, Java, Node.js",4.8,2856,No description available,Johnson-Spencer,Santos-Hodges,"58008 Ortiz Crossing Apt. 712
Adamsmouth, SC 07980","Unit 8178 Box 9869
DPO AA 91058"
Reginald Vasquez,https://picsum.photos/786/524,MSc in Computer Science,4,Principal Backend Developer,White Group,Backend Development,"Node.js, Microservices, NoSQL Databases, REST APIs, Python",4.2,2857,No description available,Cook-Estrada,"Johnson, Miller and Butler","6172 Cheryl Shoal Suite 786
Russofurt, CA 50729","9383 Reed Pine
Port Tiffany, OH 28499"
Lisa Park,https://placekitten.com/212/510,MSc in Computer Science,31,Senior Product Manager,Walsh Ltd,Market Analysis,"Stakeholder Management, Scrum, Agile, Market Research, Product Lifecycle Management",4.6,2858,No description available,Taylor-King,Cantrell-Ho,"0863 Patton Roads
New Christopherland, FL 82411","969 Brian Radial
Mackenzieville, MI 81096"
Paula Perry,https://placekitten.com/617/104,MSc in Computer Science,28,Senior Mobile App Developer,Coleman-Williams,Mobile App Development,"Cross-Platform Development, Android Development, Mobile UI Design, React Native, iOS Development",1.6,2859,No description available,Rodriguez Ltd,Porter LLC,"007 Alejandra Terrace
North Patricia, MT 88437","5283 Rachael Junction Suite 609
Danielland, PR 80871"
Mary Robles,https://placekitten.com/347/170,BSc in Computer Science,8,Principal Frontend Developer,Gregory-Weber,Responsive Design,"Angular, Vue.js, CSS, React, Responsive Design",4.8,2860,No description available,Cole and Sons,Morris-Farmer,"657 Charles Gateway
New Holly, VT 85391","PSC 2144, Box 9471
APO AE 68182"
Ronald Davila,https://picsum.photos/127/92,MSc in Computer Science,21,Principal Product Manager,"Larson, Sullivan and Rivas",Market Analysis,"Agile, Product Lifecycle Management, User Experience, Scrum, Market Research",2.4,2861,No description available,"Wilkerson, Foster and Johnson",Freeman Group,"32843 Melissa Manors
South Devinborough, AK 41892","0958 Rodriguez Vista Suite 297
West Brandonside, OK 93733"
Oscar Johns,https://dummyimage.com/34x965,MSc in Data Science,16,Data Scientist,"Lee, Garcia and Copeland",Data Science,"SQL, Natural Language Processing, Python, Statistics, R",4.0,2862,"Skilled in data analysis, machine learning, and transforming data into actionable insights.",Kent-Sims,"Murphy, Woods and Dixon","421 Sanchez Mountains
Alvarezstad, OR 00594","5867 Orr Mount Suite 300
South Sarah, NM 05291"
Robert Bryant,https://picsum.photos/505/342,MSc in Computer Science,29,Principal Full Stack Developer,Wright-Hanson,API Development,"Node.js, Full Stack Development, JavaScript, Angular, SQL",2.9,2863,No description available,Diaz Inc,Adams and Sons,"957 Allen Curve Suite 634
South Scott, AR 07853","840 Gutierrez Glen Apt. 847
East Tylerberg, ME 23414"
Ethan Burns,https://placekitten.com/289/846,BSc in Information Technology,10,Frontend Developer,"Diaz, Pena and Burke",Frontend Development,"React, Responsive Design, Angular, JavaScript, HTML",2.1,2864,Proficient in creating engaging and responsive user interfaces using modern web technologies.,"Davis, Wood and Sparks",Gutierrez-Adams,"9169 Weber Valley Apt. 033
Port Kathrynside, NV 39654","USS Moses
FPO AE 89905"
Eric Park,https://placekitten.com/780/927,MSc in Network Engineering,4,Senior Network Engineer,Garcia-Parker,Network Design,"VPN, Network Troubleshooting, Firewall Configuration, Cisco, LAN/WAN",2.9,2865,No description available,Hardy-Strickland,Velez-Cruz,"6557 Moore Tunnel
Heatherfurt, MO 88050","0691 Adrian Burgs
Port Rodneyborough, PR 57243"
Daniel Rodriguez,https://dummyimage.com/164x276,PhD in Computer Science,26,AI Researcher,Barr PLC,Deep Learning,"Natural Language Processing, Computer Vision, Algorithm Development, Deep Learning, PyTorch",4.4,2866,Dedicated to advancing artificial intelligence through research and development in machine learning and deep learning.,"Fields, Duarte and Ross",Harris-Hart,"864 Marissa Drive Suite 733
New Blake, VI 75125","12545 Santos Mountains Apt. 986
Port Judymouth, IN 86705"
Catherine Johnson,https://placekitten.com/248/115,MSc in Computer Science,2,Senior Backend Developer,"Brown, Cook and Peterson",API Development,"REST APIs, Node.js, Python, Microservices, Go",1.6,2867,No description available,"Stevens, Brock and Boyd",Rivera Group,"964 Brown Falls Apt. 098
Jasminemouth, NV 90821","97639 Mason Points Suite 074
South Robertborough, MH 13571"
Melissa Rivera,https://picsum.photos/537/840,MSc in Computer Science,33,Senior Backend Developer,Krueger Group,Database Management,"Python, SQL, Go, Node.js, Microservices",1.8,2868,No description available,"Macias, Peters and Wade","Cohen, Scott and Page","311 Hart Meadows Apt. 013
Pennyview, KY 57973","50121 Colleen Pines
Glenside, NC 69017"
Diana Giles,https://picsum.photos/138/265,MSc in Information Technology,6,Principal DevOps Engineer,Mullins-Hull,Cloud Computing,"Azure, Terraform, Linux, AWS, Kubernetes",4.6,2869,No description available,Carney-Hernandez,"Jones, Williams and Branch","8216 Darlene Key
Jamesbury, DE 88422","5733 Shawn Stream
Walkerburgh, MO 71087"
Joseph Bell,https://picsum.photos/915/448,MSc in Network Engineering,6,Senior Network Engineer,"Santiago, Simmons and Decker",Network Design,"TCP/IP, Wireless Networking, VPN, LAN/WAN, Network Troubleshooting",2.3,2870,No description available,"Carrillo, Mcdonald and Walsh",Griffin and Sons,"2343 Love Radial Suite 278
Morristown, ME 33499","03183 Thomas Way
Martinville, NY 95264"
Bryan Pena,https://placekitten.com/200/665,MSc in Cybersecurity,27,Principal Cybersecurity Specialist,"Howard, Hart and Chen",Network Security,"Vulnerability Assessment, Security Information and Event Management (SIEM), Network Security, Ethical Hacking, Firewall Management",3.8,2871,No description available,Nichols-Price,Hall Ltd,"38895 Michael Ridges Apt. 612
East Sarahfurt, PW 60222","2730 Evans Port
Robertland, AS 06374"
Tammy Walker,https://placekitten.com/67/304,MSc in Computer Science,8,Mobile App Developer,"Alvarado, Tate and Murphy",Mobile App Development,"Cross-Platform Development, Kotlin, Swift, Android Development, Java",3.6,2872,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.","Owen, Chaney and Patrick",Copeland-Weaver,"1019 Mcmahon Drive Suite 635
Aguilarburgh, MH 67554","4139 Robinson Bypass
Karashire, KS 55252"
Michael Martin,https://placekitten.com/7/935,PhD in Data Science,7,Senior Data Scientist,"Jackson, Miller and Kemp",Predictive Analytics,"Big Data, Data Mining, Natural Language Processing, Data Visualization, Machine Learning",3.9,2873,No description available,"Black, Ray and Richardson",Joyce-Kramer,"3583 Nicole Shores
North Mary, AR 06232","70841 Jonathan Point Apt. 849
Adamhaven, PR 66819"
Janice Anderson,https://placekitten.com/1002/307,MSc in Computer Science,31,Principal Software Engineer,"Kim, Gentry and Cook",Software Engineering,"Python, Database Management, Debugging, Software Design, System Architecture",4.7,2874,No description available,"Jones, Ayala and Petty",Lewis-Jones,"Unit 5905 Box 9748
DPO AP 62889","046 Nichols Ridges
Jennifermouth, AS 68150"
Stacey Walsh,https://picsum.photos/845/669,BSc in Computer Science,37,Mobile App Developer,Ali and Sons,Mobile App Development,"Flutter, iOS Development, Java, Mobile UI Design, Cross-Platform Development",2.1,2875,"Experienced in developing mobile applications for iOS and Android platforms, focusing on performance and user experience.",Schmidt-Powers,"Tate, Nichols and Chambers","0348 Benjamin Meadows
Pollardchester, OK 84193","40765 Ellis Forest
North Chrisburgh, CO 48298"
Vanessa Vargas,https://placekitten.com/448/100,MSc in Cybersecurity,3,Principal Cybersecurity Specialist,Hunter-Moore,Threat Intelligence,"Firewall Management, Vulnerability Assessment, Penetration Testing, Cryptography, Security Information and Event Management (SIEM)",4.8,2876,No description available,Martinez and Sons,Johnson Ltd,"26016 Tina Turnpike Apt. 006
North Peggy, MP 43584","0369 Dougherty Fields Suite 287
West Matthew, KY 90344"
Isabella Smith,https://picsum.photos/101/336,BSc in Computer Science,33,Backend Developer,Peters LLC,Backend Development,"SQL, Node.js, Python, Java, Go",1.0,2877,"Expert in server-side development, databases, and API integration to support frontend applications.","Herman, Allen and Hill",Williamson and Sons,"811 Jenkins Trace Suite 493
Joyborough, NH 58281","USS Morgan
FPO AA 80384"
Crystal Gonzales,https://placekitten.com/323/996,PhD in Computer Science,11,AI Researcher,"Nash, Martin and Rodgers",Natural Language Processing,"TensorFlow, Deep Learning, Reinforcement Learning, Machine Learning, Algorithm Development",4.5,2878,Dedicated to advancing artificial intelligence through research and development in machine learning and deep learning.,Smith and Sons,Martinez-Miller,"6375 Michelle Ridges Suite 225
Nicoleport, NJ 39728","106 Douglas Freeway Suite 393
Petersonland, OH 15494"
Timothy Mills,https://placekitten.com/551/23,PhD in Data Science,12,Senior Data Scientist,"Myers, Olson and Daniels",Machine Learning,"Machine Learning, Data Mining, SQL, R, Data Visualization",3.1,2879,No description available,"Cox, Byrd and Reilly",Morrow LLC,"3395 Vincent Freeway Suite 775
Kleinburgh, SD 74870","6659 Diaz Ridge Suite 886
Harveyhaven, LA 59142"
Stephanie Hoover,https://picsum.photos/338/115,BSc in Information Systems,40,Senior Systems Analyst,Soto Ltd,Process Improvement,"UML, System Integration, Business Analysis, Database Management, Technical Documentation",3.0,2880,No description available,"Serrano, Rivera and Green",Jacobs-Parsons,"8350 Michael Harbors Suite 159
Port Karlaville, MI 37060","524 Russell Cove Apt. 465
Jacksonbury, NH 69595"
Curtis Bryant,https://picsum.photos/905/955,PhD in Computer Science,10,Lead Software Developer,Campbell Ltd,Software Engineering,"Debugging, Agile Methodologies, Python, API Development, Java",1.5,2881,No description available,"Collins, Schultz and Parker","Baker, Black and Dennis","8089 Lewis Pike Apt. 005
Thomasburgh, ID 92018","78271 Dillon Fields Apt. 779
North Shawnville, IN 75921"
Rachel Graham,https://picsum.photos/533/552,MSc in Computer Science,30,Senior Full Stack Developer,"Henderson, Martin and Smith",API Development,"REST APIs, SQL, CSS, JavaScript, React",2.9,2882,No description available,"Roth, Wiggins and Brown","Salinas, Brady and Barber","1327 Lane Mills
West Loganbury, GA 19389","075 Terri Spring Apt. 429
Jasonshire, SD 91439"
